elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
289.6,2022-04-17,2023-01-04,45.3238889,"LINDSTROM 4.8 SSE, MN US",0.9939,GHCND:US1MNCG0054,METERS,-92.8063889
279.5,2022-03-22,2023-12-31,45.692378,"RUSH CITY 0.6 NE, MN US",0.8446,GHCND:US1MNCG0055,METERS,-92.957151
285.3,2022-03-29,2024-01-23,45.377818,"SHAFER 1.4 SE, MN US",0.6426,GHCND:US1MNCG0056,METERS,-92.731121
293.8,2022-05-28,2023-07-05,45.4489,"TAYLORS FALLS 2.7 NNW, MN US",0.998,GHCND:US1MNCG0057,METERS,-92.68492
285.3,2022-04-01,2024-01-07,45.6825108,"RUSH CITY 3.5 W, MN US",0.647,GHCND:US1MNCG0059,METERS,-93.0378835
289.9,2022-04-10,2024-01-29,45.56333,"HARRIS 4.0 SW, MN US",0.9972,GHCND:US1MNCG0061,METERS,-93.05259
272.8,2022-07-13,2023-11-24,45.361253,"CHISAGO CITY 1.4 NE, MN US",0.9925,GHCND:US1MNCG0063,METERS,-92.891852
297.5,2023-04-15,2024-01-30,45.62456,"STANCHFIELD 4.7 SE, MN US",0.9925,GHCND:US1MNCG0066,METERS,-93.11511
274,2002-12-16,2024-01-30,45.38241667,"LINDSTROM 1.1 ESE, MN US",0.8952,GHCND:US1MNCG0068,METERS,-92.827347222
283.2,2023-04-10,2024-01-29,45.356785,"CHISAGO CITY 1.6 ENE, MN US",0.9925,GHCND:US1MNCG0070,METERS,-92.881486
241.7,2023-04-19,2024-01-30,45.67911,"RUSH CITY 4.1 E, MN US",0.9512,GHCND:US1MNCG0074,METERS,-92.88326
280.7,2023-03-21,2024-01-29,45.3417404365575,"CHISAGO CITY 0.4 SSE, MN US",0.7524,GHCND:US1MNCG0075,METERS,-92.9090856174592
276.5,2023-05-09,2023-10-30,45.336508,"WYOMING 0.6 W, MN US",1,GHCND:US1MNCG0079,METERS,-92.988504
187.5,2011-05-01,2016-09-06,47.8397946,"HOVLAND 0.4 SW, MN US",0.5092,GHCND:US1MNCK0002,METERS,-89.9677787
282.5,2011-08-01,2024-01-30,47.62394444,"TOFTE 4.9 NE, MN US",0.9997,GHCND:US1MNCK0003,METERS,-90.76097222
344.1,2016-03-17,2024-01-30,47.748654,"GRAND MARAIS 4.4 W, MN US",0.9871,GHCND:US1MNCK0006,METERS,-90.4376037
188.1,2016-03-28,2024-01-29,47.839227,"HOVLAND 0.1 NE, MN US",0.9997,GHCND:US1MNCK0007,METERS,-89.971193
292,2015-06-13,2024-01-30,47.817226,"HOVLAND 6.5 WSW, MN US",1,GHCND:US1MNCK0013,METERS,-90.110556
325.5,2018-03-05,2019-05-13,47.854229,"HOVLAND 2.4 WNW, MN US",0.3356,GHCND:US1MNCK0015,METERS,-90.018049
318.2,2018-06-30,2024-01-29,47.74462,"GRAND MARAIS 4.4 WSW, MN US",0.8637,GHCND:US1MNCK0018,METERS,-90.43796
424.6,2013-09-28,2020-10-16,47.8303,"GRAND MARAIS 10.2 ENE, MN US",0.998,GHCND:US1MNCK0020,METERS,-90.1516
581.9,2019-10-22,2023-10-08,47.9855968,"GRAND MARAIS 17.6 NNE, MN US",0.355,GHCND:US1MNCK0021,METERS,-90.1736272
404.2,2018-06-11,2023-11-21,47.7763041,"GRAND MARAIS 1.8 NE, MN US",0.4522,GHCND:US1MNCK0022,METERS,-90.3150802
570,2020-08-09,2023-10-15,47.8999,"GRAND MARAIS 10.1 NNW, MN US",0.3396,GHCND:US1MNCK0023,METERS,-90.4012
517.9,2021-04-07,2022-06-23,47.81613,"GRAND MARAIS 4.9 NW, MN US",0.9956,GHCND:US1MNCK0028,METERS,-90.40577
447.4,2020-06-10,2024-01-30,47.806204,"GRAND MARAIS 3.8 NNE, MN US",0.8472,GHCND:US1MNCK0029,METERS,-90.305081
189,2021-03-25,2024-01-30,47.564998,"TOFTE 0.9 SW, MN US",0.691,GHCND:US1MNCK0031,METERS,-90.849324
556.9,2021-03-28,2024-01-30,47.8198575,"LUTSEN 11.8 N, MN US",0.8774,GHCND:US1MNCK0032,METERS,-90.6873348
329.5,2021-06-01,2022-11-05,47.8898,"GRAND MARAIS 21.7 ENE, MN US",0.7842,GHCND:US1MNCK0034,METERS,-89.9195
265.5,2021-09-01,2023-12-15,47.755963,"GRAND MARAIS 0.3 SW, MN US",0.3086,GHCND:US1MNCK0035,METERS,-90.35019
272.8,2022-02-28,2024-01-25,47.7257146722679,"GRAND MARAIS 6.2 WSW, MN US",0.1765,GHCND:US1MNCK0036,METERS,-90.4697580880608
335,2022-03-18,2024-01-30,47.861706,"HOVLAND 2.8 WNW, MN US",0.998,GHCND:US1MNCK0039,METERS,-90.017325
507.5,2022-03-17,2023-06-02,47.82919,"GRAND MARAIS 6.6 NW, MN US",0.8262,GHCND:US1MNCK0041,METERS,-90.440161
211.5,2022-05-01,2024-01-20,47.5914,"TOFTE 2.1 NE, MN US",0.8333,GHCND:US1MNCK0043,METERS,-90.801
187.8,2022-04-09,2023-12-16,47.76681,"GRAND MARAIS 3.6 E, MN US",0.9462,GHCND:US1MNCK0047,METERS,-90.26761
193.2,2022-06-24,2022-11-11,47.6826743,"LUTSEN 5.1 ENE, MN US",0.9925,GHCND:US1MNCK0048,METERS,-90.5799225
217.6,2023-03-29,2024-01-30,47.7624206,"GRAND MARAIS 2.0 E, MN US",0.9925,GHCND:US1MNCK0051,METERS,-90.3022337
188.7,2023-03-19,2023-10-05,47.6752303,"LUTSEN 4.2 ENE, MN US",0.9947,GHCND:US1MNCK0053,METERS,-90.598169
491,2018-04-26,2024-01-30,47.288919,"BAGLEY 16.6 SSE, MN US",1,GHCND:US1MNCL0002,METERS,-95.328268
382.5,2022-04-09,2024-01-30,47.7402725,"GONVICK 0.2 ENE, MN US",0.7961,GHCND:US1MNCL0005,METERS,-95.5074556
362.7,2010-01-01,2024-01-26,46.707828,"CARLTON 5.6 NE, MN US",1,GHCND:US1MNCN0001,METERS,-92.327916
394.1,2012-05-01,2023-10-27,46.66802778,"CLOQUET 5.9 SW, MN US",0.8292,GHCND:US1MNCN0005,METERS,-92.59005556
366.4,2012-07-01,2015-06-30,46.511325,"BARNUM 2.4 W, MN US",1,GHCND:US1MNCN0006,METERS,-92.73914
396.5,2016-03-25,2018-08-28,46.6029437631369,"MAHTOWA 3.2 NW, MN US",0.6308,GHCND:US1MNCN0012,METERS,-92.6820192486048
314.6,2016-07-12,2023-09-26,46.6185150146484,"WRENSHALL 2.6 E, MN US",0.2484,GHCND:US1MNCN0017,METERS,-92.3285293579102
314.6,2017-07-18,2023-10-30,46.587874,"WRENSHALL 2.3 S, MN US",0.3044,GHCND:US1MNCN0018,METERS,-92.382268
363.6,2017-11-03,2020-12-21,46.71861,"ESKO 1.1 NE, MN US",0.6617,GHCND:US1MNCN0019,METERS,-92.3476
290.2,2018-07-12,2024-01-30,46.4852,"HOLYOKE 2.7 ENE, MN US",0.9803,GHCND:US1MNCN0023,METERS,-92.3403
362.1,2019-06-29,2023-12-08,46.503931,"BARNUM 4.3 W, MN US",0.5092,GHCND:US1MNCN0033,METERS,-92.779435
402.3,2020-03-29,2024-01-30,46.741463,"CLOQUET 3.4 ENE, MN US",0.8917,GHCND:US1MNCN0036,METERS,-92.426983
393.8,2020-05-14,2024-01-20,46.73892,"ESKO 3.1 NW, MN US",0.1425,GHCND:US1MNCN0037,METERS,-92.40879
386.8,2021-07-07,2023-10-28,46.66373,"CLOQUET 5.7 SW, MN US",0.5711,GHCND:US1MNCN0044,METERS,-92.57587
365.5,2021-08-25,2024-01-30,46.4832397,"KETTLE RIVER 2.4 W, MN US",0.7627,GHCND:US1MNCN0047,METERS,-92.9282296
350.5,2022-04-12,2024-01-29,46.4294359,"MOOSE LAKE 2.7 ESE, MN US",0.7598,GHCND:US1MNCN0050,METERS,-92.7109374
358.4,2022-04-29,2024-01-30,46.425,"MOOSE LAKE 3.6 ESE, MN US",0.9972,GHCND:US1MNCN0054,METERS,-92.6939
382.5,2023-05-01,2024-01-30,46.714435,"CLOQUET 2.1 ESE, MN US",0.9491,GHCND:US1MNCN0056,METERS,-92.450414
309.1,2010-04-01,2024-01-09,44.94527778,"MONTEVIDEO 0.4 SSW, MN US",0.9998,GHCND:US1MNCP0001,METERS,-95.72027778
324.9,2011-04-01,2013-12-20,44.923044,"CLARA CITY 2.8 SSW, MN US",0.8774,GHCND:US1MNCP0002,METERS,-95.387722
307.2,2016-04-05,2022-08-06,44.9816055297852,"MONTEVIDEO 2.2 N, MN US",0.1369,GHCND:US1MNCP0005,METERS,-95.7188568115234
330.4,2019-05-08,2023-10-27,44.99855,"RAYMOND 4.7 WSW, MN US",0.1603,GHCND:US1MNCP0008,METERS,-95.32938
311.8,2020-03-17,2022-04-30,45.071475,"WATSON 4.3 N, MN US",0.4877,GHCND:US1MNCP0009,METERS,-95.816636
402.6,2010-03-01,2024-01-30,46.4025,"PILLAGER 5.1 N, MN US",0.9995,GHCND:US1MNCS0001,METERS,-94.4631
419.4,2010-04-01,2014-06-27,47.09222,"REMER 2.5 N, MN US",0.3196,GHCND:US1MNCS0002,METERS,-93.91952
400.5,2011-04-01,2017-02-15,46.804067,"BACKUS 5.8 ESE, MN US",0.9663,GHCND:US1MNCS0003,METERS,-94.393131
369.7,2012-04-01,2012-10-25,46.409366,"EAST GULL LAKE 1.6 NE, MN US",0.9956,GHCND:US1MNCS0006,METERS,-94.328804
410.9,2015-05-01,2016-04-26,46.88867,"LONGVILLE 8.5 SW, MN US",0.9925,GHCND:US1MNCS0008,METERS,-94.321279
410,2014-06-01,2021-09-07,46.9151611328125,"LONGVILLE 6.2 SW, MN US",0.5259,GHCND:US1MNCS0011,METERS,-94.294677734375
368.8,2016-03-30,2023-10-06,46.3496,"BRAINERD 7.8 W, MN US",0.0714,GHCND:US1MNCS0012,METERS,-94.3612
404.8,2016-04-27,2017-06-14,46.751579284668,"PINE RIVER 2.7 NE, MN US",0.2995,GHCND:US1MNCS0014,METERS,-94.360954284668
404.5,2017-03-22,2021-05-12,46.645092,"PINE RIVER 5.6 SSW, MN US",0.6286,GHCND:US1MNCS0015,METERS,-94.43287
409.3,2017-06-28,2022-10-03,47.032891,"WALKER 7.6 ESE, MN US",0.3336,GHCND:US1MNCS0016,METERS,-94.446857
410.6,2018-05-01,2021-03-11,46.9558,"HACKENSACK 7.0 ENE, MN US",0.8264,GHCND:US1MNCS0018,METERS,-94.3727
413.6,2019-04-12,2024-01-12,46.961667,"HACKENSACK 7.1 ENE, MN US",0.5285,GHCND:US1MNCS0023,METERS,-94.375139
406.9,2022-03-22,2024-01-30,47.236465,"FEDERAL DAM 0.3 S, MN US",0.5529,GHCND:US1MNCS0025,METERS,-94.219943
422.1,2020-04-21,2023-12-31,46.469191,"MOTLEY 9.6 NNE, MN US",0.5719,GHCND:US1MNCS0027,METERS,-94.594815
403.6,2020-04-18,2022-05-01,47.066289,"WALKER 11.8 E, MN US",0.9947,GHCND:US1MNCS0029,METERS,-94.336538
395.6,2020-05-14,2023-10-04,47.28962,"FEDERAL DAM 3.8 NNW, MN US",0.4447,GHCND:US1MNCS0032,METERS,-94.253724
399,2021-01-14,2024-01-13,47.2467925,"DEER RIVER 6.5 S, MN US",0.1872,GHCND:US1MNCS0033,METERS,-93.8128343
401.7,2021-01-08,2024-01-14,46.4519,"MOTLEY 8.2 N, MN US",0.6116,GHCND:US1MNCS0034,METERS,-94.655
401.4,2021-03-17,2024-01-30,46.97355,"REMER 11.5 WSW, MN US",0.9676,GHCND:US1MNCS0035,METERS,-94.12305
424.9,2021-04-01,2024-01-30,46.98,"HACKENSACK 5.4 NE, MN US",0.8749,GHCND:US1MNCS0036,METERS,-94.432
413.9,2021-05-20,2023-10-27,46.541651,"PEQUOT LAKES 9.8 WSW, MN US",0.4747,GHCND:US1MNCS0037,METERS,-94.493519
412.1,2022-03-07,2024-01-30,46.843,"PINE RIVER 8.4 N, MN US",0.998,GHCND:US1MNCS0038,METERS,-94.3706
401.1,2022-05-15,2022-09-21,47.3718,"CASS LAKE 2.7 E, MN US",0.9819,GHCND:US1MNCS0039,METERS,-94.5424
397.5,2022-03-18,2024-01-29,46.8403697,"OUTING 2.9 ENE, MN US",0.6471,GHCND:US1MNCS0042,METERS,-93.8939407
395.9,2022-04-05,2024-01-05,46.720099,"PINE RIVER 0.9 W, MN US",0.7885,GHCND:US1MNCS0044,METERS,-94.415641
404.2,2022-04-29,2023-12-29,47.0485645,"WALKER 3.0 SSE, MN US",0.5738,GHCND:US1MNCS0045,METERS,-94.5657572
369.4,2022-05-12,2023-12-29,46.517316,"LAKE SHORE 1.8 ENE, MN US",0.6935,GHCND:US1MNCS0046,METERS,-94.330692
444.1,2023-04-13,2024-01-13,46.81918,"BACKUS 5.9 W, MN US",0.998,GHCND:US1MNCS0064,METERS,-94.63984
404.5,2023-05-07,2024-01-28,47.32141,"BENA 3.2 ESE, MN US",0.9176,GHCND:US1MNCS0065,METERS,-94.14382
258.2,2009-12-01,2024-01-19,44.75728,"CARVER 0.7 W, MN US",1,GHCND:US1MNCV0001,METERS,-93.64165
295.7,2011-03-01,2024-01-30,44.966309,"WATERTOWN 0.5 NNW, MN US",0.9993,GHCND:US1MNCV0008,METERS,-93.848874
313.3,2012-06-01,2016-07-06,44.851277,"VICTORIA 1.0 S, MN US",0.9819,GHCND:US1MNCV0011,METERS,-93.656903
296,2012-03-01,2023-12-19,44.8536,"CHANHASSEN 1.2 W, MN US",0.7344,GHCND:US1MNCV0012,METERS,-93.5863
276.1,2012-04-01,2024-01-13,44.8467063903809,"CHANHASSEN 1.0 ESE, MN US",0.9167,GHCND:US1MNCV0014,METERS,-93.5455932617188
303.6,2012-06-01,2013-05-19,44.776237,"NORWOOD YOUNG AMERICA 0.8 ENE, MN US",0.9925,GHCND:US1MNCV0017,METERS,-93.906541
301.8,2014-06-01,2024-01-30,44.8567,"VICTORIA 1.6 WSW, MN US",1,GHCND:US1MNCV0022,METERS,-93.6864
275.2,2015-05-01,2024-01-27,44.8147,"CHASKA 1.7 E, MN US",0.9939,GHCND:US1MNCV0025,METERS,-93.5752
308.5,2015-11-29,2024-01-30,44.8897933959961,"CHANHASSEN 3.4 NW, MN US",0.8747,GHCND:US1MNCV0027,METERS,-93.6099166870117
287.7,2016-03-15,2022-11-16,44.814826,"CHASKA 0.6 E, MN US",0.945,GHCND:US1MNCV0028,METERS,-93.59698
293.5,2019-01-28,2023-12-26,44.7677,"CARVER 1.1 NW, MN US",0.9925,GHCND:US1MNCV0035,METERS,-93.6469
295.4,2019-03-09,2020-10-20,44.8722,"CHANHASSEN 1.7 NE, MN US",0.2331,GHCND:US1MNCV0039,METERS,-93.53969
314.6,2019-06-17,2024-01-19,44.88996,"EXCELSIOR 0.8 S, MN US",0.7807,GHCND:US1MNCV0040,METERS,-93.56646
291.4,2019-04-05,2023-11-21,44.83832787,"WACONIA 1.3 E, MN US",0.4433,GHCND:US1MNCV0041,METERS,-93.767441511
300.2,2019-06-22,2024-01-30,44.77672,"NORWOOD YOUNG AMERICA 0.9 ENE, MN US",0.2933,GHCND:US1MNCV0042,METERS,-93.90468
282.5,2019-09-16,2021-11-11,44.81231,"CHASKA 1.1 WSW, MN US",0.6099,GHCND:US1MNCV0043,METERS,-93.63021
282.5,2020-04-03,2020-10-20,44.80262,"CHASKA 1.0 SSW, MN US",0.9947,GHCND:US1MNCV0045,METERS,-93.61486
295.7,2019-05-20,2020-10-16,44.844862,"WACONIA 0.7 WNW, MN US",0.9947,GHCND:US1MNCV0048,METERS,-93.80611
305.4,2020-03-17,2022-06-10,44.848,"CHASKA 2.2 N, MN US",0.8982,GHCND:US1MNCV0050,METERS,-93.60787
314.6,2021-03-25,2023-08-05,44.8691065087878,"CHANHASSEN 1.4 NW, MN US",0.1366,GHCND:US1MNCV0056,METERS,-93.5808420974044
291.7,2020-05-17,2023-12-25,44.767373,"CARVER 1.4 WNW, MN US",0.6126,GHCND:US1MNCV0060,METERS,-93.653632
300.8,2021-06-27,2023-10-31,44.96419,"WATERTOWN 0.4 NW, MN US",0.1354,GHCND:US1MNCV0061,METERS,-93.849878
295,2022-04-10,2024-01-19,44.832836,"WACONIA 0.6 SSW, MN US",0.6846,GHCND:US1MNCV0066,METERS,-93.795731
304.2,2023-04-25,2023-10-27,44.82061,"COLOGNE 5.2 NW, MN US",1,GHCND:US1MNCV0069,METERS,-93.87359
302.4,2023-03-25,2024-01-30,44.8360458,"NORWOOD YOUNG AMERICA 5.5 NW, MN US",0.9968,GHCND:US1MNCV0071,METERS,-93.9879727
371.9,2010-11-01,2017-05-31,46.42375,"BRAINERD 6.9 NW, MN US",1,GHCND:US1MNCW0003,METERS,-94.30327
372.8,2011-03-01,2012-07-26,46.617732,"BREEZY POINT 1.6 ENE, MN US",0.8316,GHCND:US1MNCW0004,METERS,-94.190945
384.7,2011-04-01,2016-04-25,46.48315,"AITKIN 6.8 WSW, MN US",0.6605,GHCND:US1MNCW0005,METERS,-93.83083333
374.6,2012-03-01,2024-01-30,46.38555556,"BRAINERD 11.5 E, MN US",0.9331,GHCND:US1MNCW0008,METERS,-93.95722222
371.6,2013-07-02,2018-10-10,46.426923,"BRAINERD 7.1 NW, MN US",0.9925,GHCND:US1MNCW0013,METERS,-94.306298
381,2014-05-01,2015-03-07,46.7098432034254,"PINE RIVER 10.0 E, MN US",0.9994,GHCND:US1MNCW0015,METERS,-94.1879481822252
376.4,2016-04-16,2024-01-30,46.558494,"TROMMALD 6.1 NW, MN US",0.7727,GHCND:US1MNCW0016,METERS,-94.117237
393.8,2016-03-12,2018-07-27,46.7460327148438,"EMILY 1.0 SSE, MN US",0.9819,GHCND:US1MNCW0017,METERS,-93.9616317749023
367.3,2016-04-04,2019-07-15,46.3608,"BAXTER 1.3 N, MN US",0.3606,GHCND:US1MNCW0019,METERS,-94.283794343586
343.8,2017-04-01,2024-01-30,46.180898,"FORT RIPLEY 0.8 N, MN US",0.9995,GHCND:US1MNCW0022,METERS,-94.365108
390.4,2018-04-03,2024-01-24,46.625323,"AITKIN 8.4 NW, MN US",0.7883,GHCND:US1MNCW0028,METERS,-93.814606
381.3,2018-05-01,2024-01-30,46.24996,"BRAINERD 7.7 SSE, MN US",0.9995,GHCND:US1MNCW0029,METERS,-94.14576
366.7,2018-08-01,2024-01-30,46.32311,"BAXTER 1.7 SE, MN US",0.8152,GHCND:US1MNCW0031,METERS,-94.25607
377,2020-05-24,2021-11-12,46.6569,"CROSBY 11.6 N, MN US",0.7007,GHCND:US1MNCW0037,METERS,-93.9547
388,2020-04-28,2023-10-05,46.248289,"GARRISON 3.7 SSE, MN US",0.9819,GHCND:US1MNCW0038,METERS,-93.798668
389.8,2020-03-26,2023-11-21,46.446103,"IRONTON 2.8 SSE, MN US",0.7111,GHCND:US1MNCW0040,METERS,-93.9687
379.5,2020-04-20,2022-09-24,46.57797,"PEQUOT LAKES 2.6 ESE, MN US",0.7639,GHCND:US1MNCW0041,METERS,-94.24462
370,2020-04-07,2020-11-09,46.4728,"NISSWA 3.8 ESE, MN US",0.5576,GHCND:US1MNCW0042,METERS,-94.229588
385.6,2020-04-13,2024-01-30,46.477725,"CROSBY 1.1 SW, MN US",1,GHCND:US1MNCW0044,METERS,-93.97293
389.5,2020-04-20,2023-04-15,46.31535,"BRAINERD 16.7 E, MN US",0.9349,GHCND:US1MNCW0045,METERS,-93.852667
381.9,2020-04-27,2021-11-12,46.518436,"AITKIN 7.1 W, MN US",0.4973,GHCND:US1MNCW0047,METERS,-93.854785
387.7,2020-05-01,2023-09-25,46.453577,"DEERWOOD 1.5 SSW, MN US",0.4136,GHCND:US1MNCW0050,METERS,-93.91402
373.4,2020-05-06,2023-03-27,46.5825865,"BREEZY POINT 2.3 SW, MN US",0.233,GHCND:US1MNCW0051,METERS,-94.25139517
372.2,2020-11-10,2023-12-22,46.537114,"AITKIN 9.6 W, MN US",0.7329,GHCND:US1MNCW0054,METERS,-93.9068847
371.2,2021-04-01,2021-12-25,46.52887,"NISSWA 7.1 ENE, MN US",0.7881,GHCND:US1MNCW0056,METERS,-94.152057
373.1,2021-10-12,2023-11-01,46.528293,"NISSWA 1.9 N, MN US",0.5613,GHCND:US1MNCW0061,METERS,-94.293591
372.5,2022-03-17,2024-01-29,46.5133,"NISSWA 4.2 ENE, MN US",0.7924,GHCND:US1MNCW0062,METERS,-94.2109
380.1,2022-03-21,2023-10-30,46.622364,"BREEZY POINT 1.2 NE, MN US",0.6553,GHCND:US1MNCW0064,METERS,-94.208152
367.3,2022-04-23,2023-12-28,46.45609,"BRAINERD 7.6 NNW, MN US",0.8316,GHCND:US1MNCW0073,METERS,-94.2618
397.2,2022-05-01,2023-10-28,46.42879,"DEERWOOD 3.1 SSE, MN US",0.5989,GHCND:US1MNCW0074,METERS,-93.88305
375.8,2022-05-07,2023-05-30,46.373659,"BRAINERD 1.3 N, MN US",0.9819,GHCND:US1MNCW0075,METERS,-94.194031
384.7,2022-06-01,2024-01-21,46.634211,"PEQUOT LAKES 3.2 N, MN US",0.4286,GHCND:US1MNCW0077,METERS,-94.299699
386.5,2023-05-10,2024-01-30,46.2611866974284,"BRAINERD 6.5 S, MN US",0.9939,GHCND:US1MNCW0088,METERS,-94.18754020023
373.4,2023-05-01,2024-01-19,46.4418487,"BRAINERD 6.0 N, MN US",0.9925,GHCND:US1MNCW0090,METERS,-94.2034178
370.3,2023-04-27,2024-01-30,46.3008,"BRAINERD 8.3 ESE, MN US",0.767,GHCND:US1MNCW0097,METERS,-94.0443
275.5,2007-12-24,2024-01-30,46.887663,"MOORHEAD 2.0 N, MN US",1,GHCND:US1MNCY0001,METERS,-96.7480099
413,2010-02-01,2015-02-11,46.7635,"HAWLEY 9.1 SSE, MN US",1,GHCND:US1MNCY0003,METERS,-96.22
274.9,2011-07-19,2023-12-27,46.829343,"MOORHEAD 2.8 SW, MN US",0.0629,GHCND:US1MNCY0006,METERS,-96.783242
273.4,2012-03-01,2013-09-29,46.944467,"MOORHEAD 6.2 NNW, MN US",0.9988,GHCND:US1MNCY0010,METERS,-96.779396
276.8,2014-06-01,2020-10-15,46.8835678100586,"DILWORTH 0.8 WNW, MN US",0.7776,GHCND:US1MNCY0011,METERS,-96.7134017944336
278.9,2013-10-01,2016-11-23,46.904645,"GLYNDON 3.3 NW, MN US",1,GHCND:US1MNCY0012,METERS,-96.631399
379.8,2016-03-28,2016-12-10,46.977023,"HITTERDAL 0.2 WSW, MN US",0.9264,GHCND:US1MNCY0017,METERS,-96.261819
386.8,2016-04-28,2017-01-07,46.640844,"BARNESVILLE 8.8 E, MN US",0.9939,GHCND:US1MNCY0018,METERS,-96.230921
303,2017-10-02,2023-12-28,46.919089,"GLYNDON 6.9 ENE, MN US",0.3336,GHCND:US1MNCY0019,METERS,-96.451121
340.5,2019-09-28,2024-01-28,46.91652,"HAWLEY 5.2 WNW, MN US",1,GHCND:US1MNCY0020,METERS,-96.41147
281,2020-04-02,2023-12-28,46.659722,"COMSTOCK 0.1 E, MN US",0.1793,GHCND:US1MNCY0022,METERS,-96.745
277.1,2020-04-11,2021-04-21,46.86947,"MOORHEAD 1.0 NE, MN US",0.9947,GHCND:US1MNCY0024,METERS,-96.730164
315.8,2020-04-26,2023-09-14,46.759812,"BARNESVILLE 7.7 N, MN US",0.5515,GHCND:US1MNCY0025,METERS,-96.44529
277.7,2022-03-14,2024-01-29,46.8577915,"MOORHEAD 0.5 W, MN US",0.9534,GHCND:US1MNCY0029,METERS,-96.7526414
355.1,2023-04-24,2024-01-29,47.057406,"ULEN 3.1 WSW, MN US",0.9939,GHCND:US1MNCY0037,METERS,-96.317344
368.8,2011-03-01,2024-01-30,44.050407,"MANTORVILLE 1.9 ESE, MN US",0.9993,GHCND:US1MNDD0003,METERS,-92.72139
362.4,2011-04-01,2012-02-13,43.9750948,"KASSON 4.3 SSE, MN US",0.9994,GHCND:US1MNDD0004,METERS,-92.718341
388,2012-03-01,2017-10-16,44.0097586065531,"CLAREMONT 2.5 SSE, MN US",0.918,GHCND:US1MNDD0010,METERS,-92.9856506735086
394.4,2012-04-01,2023-09-23,44.036496,"CLAREMONT 2.5 ESE, MN US",1,GHCND:US1MNDD0011,METERS,-92.949338
401.7,2017-03-17,2024-01-30,43.886356,"HAYFIELD 0.3 SSE, MN US",0.9508,GHCND:US1MNDD0014,METERS,-92.845872
402.9,2020-06-29,2023-12-26,43.893951,"HAYFIELD 0.6 WNW, MN US",0.9819,GHCND:US1MNDD0016,METERS,-92.857783
389.8,2020-08-30,2023-12-26,44.000565,"CLAREMONT 3.1 S, MN US",0.6808,GHCND:US1MNDD0017,METERS,-92.991283
374.6,2021-04-19,2023-10-25,44.051662,"MANTORVILLE 1.1 SSE, MN US",0.4685,GHCND:US1MNDD0018,METERS,-92.741078
388.3,2023-05-07,2024-01-25,44.0952561,"MANTORVILLE 2.3 NNW, MN US",0.9956,GHCND:US1MNDD0024,METERS,-92.7755389
256.6,2009-11-01,2013-02-23,44.714784,"HASTINGS 1.4 SSE, MN US",0.7454,GHCND:US1MNDK0001,METERS,-92.838653
275.8,2010-05-01,2015-04-15,44.76742,"BURNSVILLE 0.6 WNW, MN US",0.4334,GHCND:US1MNDK0002,METERS,-93.291945
266.7,2009-12-01,2013-10-18,44.814989,"EAGAN 1.7 W, MN US",0.8508,GHCND:US1MNDK0007,METERS,-93.198135
278.3,2010-06-01,2013-05-21,44.855442,"INVER GROVE HEIGHTS 2.1 N, MN US",0.9442,GHCND:US1MNDK0008,METERS,-93.063377
298.7,2010-04-01,2024-01-30,44.760805,"ROSEMOUNT 3.3 WNW, MN US",0.9998,GHCND:US1MNDK0011,METERS,-93.130011
278.6,2010-03-01,2016-06-06,44.78358,"EAGAN 2.9 SW, MN US",0.9174,GHCND:US1MNDK0012,METERS,-93.20123
280.1,2010-08-01,2020-07-11,44.83439307,"INVER GROVE HEIGHTS 1.3 ENE, MN US",0.9999,GHCND:US1MNDK0014,METERS,-93.03582352
289.6,2010-07-01,2023-12-26,44.791355,"BURNSVILLE 3.0 NE, MN US",0.9996,GHCND:US1MNDK0015,METERS,-93.230442
302.4,2010-09-01,2023-12-25,44.7514,"ROSEMOUNT 6.3 W, MN US",0.3969,GHCND:US1MNDK0016,METERS,-93.1936
304.8,2010-09-01,2023-08-05,44.648064,"LAKEVILLE 2.2 SSW, MN US",0.6034,GHCND:US1MNDK0017,METERS,-93.267748
321.9,2011-03-01,2020-09-30,44.644287,"LAKEVILLE 2.4 SSW, MN US",0.6601,GHCND:US1MNDK0020,METERS,-93.265511
250.2,1998-06-01,2022-10-31,44.881876,"SOUTH SAINT PAUL 0.5 SE, MN US",0.3913,GHCND:US1MNDK0021,METERS,-93.035166
276.8,1998-06-17,2023-10-02,44.63647,"FARMINGTON 1.5 SSE, MN US",0.611,GHCND:US1MNDK0022,METERS,-93.157658
289.9,2011-04-01,2023-10-02,44.718168,"ROSEMOUNT 3.3 SW, MN US",0.8497,GHCND:US1MNDK0023,METERS,-93.121026
250.2,2011-04-01,2011-08-31,44.712858,"HASTINGS 1.3 S, MN US",0.9947,GHCND:US1MNDK0024,METERS,-92.857319
281.9,2011-04-01,2020-09-30,44.778807,"EAGAN 2.8 SSE, MN US",0.6605,GHCND:US1MNDK0025,METERS,-93.145273
332.5,2011-04-01,2015-06-17,44.696509,"LAKEVILLE 1.3 NNW, MN US",0.9414,GHCND:US1MNDK0026,METERS,-93.25767
265.8,2011-04-01,2015-11-01,44.802554,"INVER GROVE HEIGHTS 1.9 SW, MN US",0.6542,GHCND:US1MNDK0027,METERS,-93.081865
287.1,2011-05-01,2013-10-15,44.637219,"LAKEVILLE 3.3 SSE, MN US",0.5853,GHCND:US1MNDK0029,METERS,-93.21656
